start_time;duration_sec;call_type;location_origin;country_origin;location_dest;country_dest;is_night_call;transaction_status;fraud_type;operator_maroc;department;call_zone;roaming_flag;call_cost_mad;high_cost_flag;long_duration_flag;international_flag;fraud_flag;fraud_risk_proba;fraud_risk_score_100
2025-05-31 16:09:58;196;local;Kampala;UG;Nairobi;KE;0;Fraudulent;call_masking;Maroc Telecom;IT;National;0;68.6;0;0;0;1;0.4502444;45.0
2025-05-31 16:09:58;114;international;Nairobi;KE;Accra;GH;0;Fraudulent;random_fraud;inwi;Support;International;0;136.8;0;0;1;1;0.5073959;50.7
2025-05-31 16:09:58;315;international;Accra;GH;Cairo;EG;0;Genuine;none;Maroc Telecom;Finance;International;0;378.0;1;0;1;0;0.40544263;40.5
2025-05-31 16:09:58;98;local;Addis Ababa;ET;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;IT;National;0;34.3;0;0;0;0;0.38360795;38.4
2025-05-31 16:09:58;44;local;Kampala;UG;Nairobi;KE;0;Genuine;none;inwi;RH;National;0;15.4;0;0;0;0;0.44115648;44.1
2025-05-31 16:09:58;256;international;Addis Ababa;ET;Cairo;EG;0;Genuine;none;Maroc Telecom;Commercial;International;0;307.2;1;0;1;0;0.37706247;37.7
2025-05-31 16:09:58;141;local;Accra;GH;Lagos;NG;0;Fraudulent;call_masking;Orange Maroc;IT;National;0;49.35;0;0;0;1;0.3971368;39.7
2025-05-31 16:09:58;48;local;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;call_masking;Orange Maroc;IT;National;0;16.8;0;0;0;1;0.36982054;37.0
2025-05-31 16:09:58;118;local;Accra;GH;Kampala;UG;0;Fraudulent;call_masking;inwi;Finance;National;0;41.3;0;0;0;1;0.44247577;44.2
2025-05-31 16:09:58;119;local;Cairo;EG;Addis Ababa;ET;0;Fraudulent;call_masking;inwi;Commercial;National;0;41.65;0;0;0;1;0.44371778;44.4
2025-05-31 16:09:58;26;local;Lagos;NG;Cairo;EG;0;Fraudulent;random_fraud;inwi;IT;National;0;9.1;0;0;0;1;0.48532182;48.5
2025-05-31 16:09:58;577;local;Kampala;UG;Addis Ababa;ET;0;Fraudulent;call_masking;Maroc Telecom;Commercial;National;0;201.95;0;1;0;1;0.3608832;36.1
2025-05-31 16:09:58;195;local;Kampala;UG;Kampala;UG;0;Genuine;none;inwi;IT;National;0;68.25;0;0;0;0;0.33927646;33.9
2025-05-31 16:09:58;30;international;Nairobi;KE;Addis Ababa;ET;0;Fraudulent;sim_box_fraud;Orange Maroc;Finance;International;0;36.0;0;0;1;1;0.90298104;90.3
2025-05-31 16:09:58;48;local;Cairo;EG;Johannesburg;ZA;0;Fraudulent;subscription_fraud;Orange Maroc;RH;National;0;16.8;0;0;0;1;0.42724228;42.7
2025-05-31 16:09:58;37;international;Johannesburg;ZA;Lagos;NG;0;Genuine;none;Maroc Telecom;IT;International;0;44.4;0;0;1;0;0.8492205;84.9
2025-05-31 16:09:58;187;local;Addis Ababa;ET;Johannesburg;ZA;0;Genuine;none;Orange Maroc;IT;National;0;65.45;0;0;0;0;0.30531752;30.5
2025-05-31 16:09:58;13;local;Nairobi;KE;Cairo;EG;0;Fraudulent;random_fraud;inwi;RH;National;0;4.55;0;0;0;1;0.61505616;61.5
2025-05-31 16:09:58;51;international;Johannesburg;ZA;Johannesburg;ZA;0;Fraudulent;subscription_fraud;inwi;Finance;International;0;61.2;0;0;1;1;0.3909862;39.1
2025-05-31 16:09:58;33;international;Kampala;UG;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Support;International;0;39.6;0;0;1;0;0.7460284;74.6
2025-05-31 16:09:58;98;local;Cairo;EG;Nairobi;KE;0;Fraudulent;subscription_fraud;Maroc Telecom;IT;National;0;34.3;0;0;0;1;0.43025237;43.0
2025-05-31 16:09:58;17;international;Accra;GH;Nairobi;KE;0;Fraudulent;sim_box_fraud;Maroc Telecom;Support;International;0;20.4;0;0;1;1;0.86899;86.9
2025-05-31 16:09:58;129;international;Kampala;UG;Nairobi;KE;0;Genuine;none;inwi;Support;International;0;154.8;0;0;1;0;0.44849092;44.8
2025-05-31 16:09:58;25;international;Addis Ababa;ET;Cairo;EG;0;Fraudulent;call_masking;Orange Maroc;Support;International;0;30.0;0;0;1;1;0.86065173;86.1
2025-05-31 16:09:58;10;international;Kampala;UG;Johannesburg;ZA;0;Fraudulent;call_masking;Orange Maroc;Finance;International;0;12.0;0;0;1;1;0.5502872;55.0
2025-05-31 16:09:58;82;international;Addis Ababa;ET;Lagos;NG;0;Fraudulent;call_masking;Maroc Telecom;Support;International;0;98.4;0;0;1;1;0.4775715;47.8
2025-05-31 16:09:58;569;local;Accra;GH;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Finance;National;0;199.15;0;1;0;0;0.35989404;36.0
2025-05-31 16:09:58;431;local;Kampala;UG;Lagos;NG;0;Genuine;none;Orange Maroc;IT;National;0;150.85;0;1;0;0;0.5253259;52.5
2025-05-31 16:09:58;88;local;Nairobi;KE;Johannesburg;ZA;0;Genuine;none;inwi;IT;National;0;30.8;0;0;0;0;0.45550594;45.6
2025-05-31 16:09:58;79;local;Cairo;EG;Cairo;EG;0;Genuine;none;Orange Maroc;Direction;National;0;27.65;0;0;0;0;0.44700918;44.7
2025-05-31 16:09:58;738;local;Johannesburg;ZA;Accra;GH;0;Fraudulent;subscription_fraud;Maroc Telecom;Finance;National;0;258.3;0;1;0;1;0.4437749;44.4
2025-05-31 16:09:58;45;local;Nairobi;KE;Accra;GH;0;Genuine;none;Orange Maroc;Direction;National;0;15.75;0;0;0;0;0.41058517;41.1
2025-05-31 16:09:58;199;local;Kampala;UG;Johannesburg;ZA;0;Fraudulent;random_fraud;Maroc Telecom;Finance;National;0;69.65;0;0;0;1;0.493953;49.4
2025-05-31 16:09:58;197;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;inwi;Direction;National;0;68.95;0;0;0;0;0.4275609;42.8
2025-05-31 16:09:58;86;international;Lagos;NG;Nairobi;KE;0;Genuine;none;Maroc Telecom;Direction;International;0;103.2;0;0;1;0;0.57923436;57.9
2025-05-31 16:09:58;46;international;Cairo;EG;Kampala;UG;0;Fraudulent;sim_box_fraud;Orange Maroc;Direction;Roaming;1;115.0;0;0;0;1;0.8771795;87.7
2025-05-31 16:09:58;26;local;Lagos;NG;Lagos;NG;0;Fraudulent;random_fraud;Maroc Telecom;Commercial;National;0;9.1;0;0;0;1;0.31754985;31.8
2025-05-31 16:09:58;130;local;Cairo;EG;Nairobi;KE;0;Genuine;none;Orange Maroc;Support;National;0;45.5;0;0;0;0;0.4687145;46.9
2025-05-31 16:09:58;217;international;Kampala;UG;Kampala;UG;0;Fraudulent;random_fraud;Orange Maroc;Direction;International;0;260.4;0;0;1;1;0.34854898;34.9
2025-05-31 16:09:58;422;local;Lagos;NG;Johannesburg;ZA;0;Genuine;none;Orange Maroc;Finance;National;0;147.7;0;1;0;0;0.47861618;47.9
2025-05-31 16:09:58;107;international;Kampala;UG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;RH;Roaming;1;267.5;0;0;0;0;0.32994166;33.0
2025-05-31 16:09:58;24;international;Addis Ababa;ET;Nairobi;KE;0;Fraudulent;sim_box_fraud;Maroc Telecom;Support;Roaming;1;60.0;0;0;0;1;0.82969517;83.0
2025-05-31 16:09:58;138;international;Nairobi;KE;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Finance;International;0;165.6;0;0;1;0;0.52463293;52.5
2025-05-31 16:09:58;13;international;Johannesburg;ZA;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;Orange Maroc;Support;International;0;15.6;0;0;1;1;0.83306015;83.3
2025-05-31 16:09:58;68;local;Accra;GH;Accra;GH;0;Genuine;none;Maroc Telecom;IT;National;0;23.8;0;0;0;0;0.34142536;34.1
2025-05-31 16:09:58;49;local;Cairo;EG;Cairo;EG;0;Genuine;none;Orange Maroc;Commercial;National;0;17.15;0;0;0;0;0.4262241;42.6
2025-05-31 16:09:58;42;international;Addis Ababa;ET;Cairo;EG;0;Genuine;none;inwi;IT;Roaming;1;105.0;0;0;0;0;0.7890821;78.9
2025-05-31 16:09:58;36;international;Addis Ababa;ET;Accra;GH;0;Genuine;none;inwi;Finance;International;0;43.2;0;0;1;0;0.835775;83.6
2025-05-31 16:09:58;394;local;Lagos;NG;Cairo;EG;0;Genuine;none;Maroc Telecom;Finance;National;0;137.9;0;0;0;0;0.44582826;44.6
2025-05-31 16:09:58;235;local;Addis Ababa;ET;Accra;GH;0;Fraudulent;random_fraud;Orange Maroc;Support;National;0;82.25;0;0;0;1;0.4421006;44.2
2025-05-31 16:09:58;483;international;Lagos;NG;Accra;GH;0;Genuine;none;Maroc Telecom;Finance;Roaming;1;1207.5;1;1;0;0;0.31384376;31.4
2025-05-31 16:09:58;125;local;Cairo;EG;Cairo;EG;0;Genuine;none;Orange Maroc;Support;National;0;43.75;0;0;0;0;0.45516306;45.5
2025-05-31 16:09:58;578;international;Cairo;EG;Lagos;NG;0;Fraudulent;subscription_fraud;inwi;Support;International;0;693.6;1;1;1;1;0.4544918;45.4
2025-05-31 16:09:58;115;international;Addis Ababa;ET;Cairo;EG;0;Fraudulent;random_fraud;Maroc Telecom;Commercial;Roaming;1;287.5;1;0;0;1;0.45814443;45.8
2025-05-31 16:09:58;158;local;Cairo;EG;Lagos;NG;0;Fraudulent;call_masking;Maroc Telecom;Finance;National;0;55.3;0;0;0;1;0.47303513;47.3
2025-05-31 16:09:58;957;international;Cairo;EG;Kampala;UG;0;Genuine;none;inwi;Finance;Roaming;1;2392.5;1;1;0;0;0.7457244;74.6
2025-05-31 16:09:58;210;local;Cairo;EG;Accra;GH;0;Genuine;none;inwi;Commercial;National;0;73.5;0;0;0;0;0.42842406;42.8
2025-05-31 16:09:58;82;local;Johannesburg;ZA;Kampala;UG;0;Genuine;none;Maroc Telecom;IT;National;0;28.7;0;0;0;0;0.33374175;33.4
2025-05-31 16:09:58;30;local;Addis Ababa;ET;Cairo;EG;0;Genuine;none;Orange Maroc;Commercial;National;0;10.5;0;0;0;0;0.41139704;41.1
2025-05-31 16:09:58;22;international;Johannesburg;ZA;Cairo;EG;0;Fraudulent;call_masking;Maroc Telecom;Direction;Roaming;1;55.0;0;0;0;1;0.8735639;87.4
2025-05-31 16:09:58;40;international;Accra;GH;Cairo;EG;0;Fraudulent;sim_box_fraud;Maroc Telecom;IT;International;0;48.0;0;0;1;1;0.8314022;83.1
2025-05-31 16:09:58;86;local;Nairobi;KE;Nairobi;KE;0;Genuine;none;inwi;Commercial;National;0;30.1;0;0;0;0;0.4637157;46.4
2025-05-31 16:09:58;207;local;Accra;GH;Nairobi;KE;0;Genuine;none;inwi;Direction;National;0;72.45;0;0;0;0;0.3835117;38.4
2025-05-31 16:09:58;144;local;Lagos;NG;Johannesburg;ZA;0;Fraudulent;random_fraud;inwi;Support;National;0;50.4;0;0;0;1;0.49659902;49.7
2025-05-31 16:09:58;77;local;Kampala;UG;Nairobi;KE;0;Genuine;none;Maroc Telecom;Support;National;0;26.95;0;0;0;0;0.45214826;45.2
2025-05-31 16:09:58;567;international;Nairobi;KE;Cairo;EG;0;Fraudulent;subscription_fraud;inwi;Support;International;0;680.4;1;1;1;1;0.4597335;46.0
2025-05-31 16:09:58;10;local;Nairobi;KE;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Finance;National;0;3.5;0;0;0;0;0.3544279;35.4
2025-05-31 16:09:58;21;international;Accra;GH;Accra;GH;0;Genuine;none;Maroc Telecom;Support;Roaming;1;52.5;0;0;0;0;0.82268655;82.3
2025-05-31 16:09:58;15;international;Accra;GH;Cairo;EG;0;Fraudulent;sim_box_fraud;Orange Maroc;Direction;Roaming;1;37.5;0;0;0;1;0.7768574;77.7
2025-05-31 16:09:58;890;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Commercial;National;0;311.5;1;1;0;0;0.16417246;16.4
2025-05-31 16:09:58;67;international;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;call_masking;inwi;RH;International;0;80.4;0;0;1;1;0.556275;55.6
2025-05-31 16:09:58;61;international;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;call_masking;Orange Maroc;RH;International;0;73.2;0;0;1;1;0.4572044;45.7
2025-05-31 16:09:58;12;local;Addis Ababa;ET;Cairo;EG;0;Fraudulent;call_masking;Maroc Telecom;RH;National;0;4.2;0;0;0;1;0.5074284;50.7
2025-05-31 16:09:58;995;international;Accra;GH;Accra;GH;0;Genuine;none;Maroc Telecom;Finance;International;0;1194.0;1;1;1;0;0.21479607;21.5
2025-05-31 16:09:58;38;international;Cairo;EG;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;Maroc Telecom;Commercial;International;0;45.6;0;0;1;1;0.8508446;85.1
2025-05-31 16:09:58;232;local;Cairo;EG;Johannesburg;ZA;0;Fraudulent;random_fraud;Maroc Telecom;Commercial;National;0;81.2;0;0;0;1;0.4345653;43.5
2025-05-31 16:09:58;17;international;Johannesburg;ZA;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;Orange Maroc;Commercial;International;0;20.4;0;0;1;1;0.8455714;84.6
2025-05-31 16:09:58;45;international;Cairo;EG;Johannesburg;ZA;0;Genuine;none;inwi;IT;International;0;54.0;0;0;1;0;0.8504262;85.0
2025-05-31 16:09:58;24;local;Nairobi;KE;Accra;GH;0;Fraudulent;random_fraud;Maroc Telecom;Support;National;0;8.4;0;0;0;1;0.3911021;39.1
2025-05-31 16:09:58;65;local;Cairo;EG;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;IT;National;0;22.75;0;0;0;0;0.45358637;45.4
2025-05-31 16:09:58;277;local;Accra;GH;Kampala;UG;0;Fraudulent;call_masking;Orange Maroc;IT;National;0;96.95;0;0;0;1;0.37335908;37.3
2025-05-31 16:09:58;189;local;Lagos;NG;Kampala;UG;0;Fraudulent;subscription_fraud;inwi;Commercial;National;0;66.15;0;0;0;1;0.4646204;46.5
2025-05-31 16:09:58;192;local;Addis Ababa;ET;Kampala;UG;0;Genuine;none;Maroc Telecom;RH;National;0;67.2;0;0;0;0;0.38170013;38.2
2025-05-31 16:09:58;151;local;Nairobi;KE;Accra;GH;0;Genuine;none;Maroc Telecom;IT;National;0;52.85;0;0;0;0;0.46398184;46.4
2025-05-31 16:09:58;395;local;Kampala;UG;Cairo;EG;0;Genuine;none;Orange Maroc;RH;National;0;138.25;0;0;0;0;0.47627982;47.6
2025-05-31 16:09:58;478;local;Lagos;NG;Kampala;UG;0;Genuine;none;Maroc Telecom;Support;National;0;167.3;0;1;0;0;0.34788853;34.8
2025-05-31 16:09:58;504;local;Johannesburg;ZA;Cairo;EG;0;Fraudulent;call_masking;Maroc Telecom;Commercial;National;0;176.4;0;1;0;1;0.5040942;50.4
2025-05-31 16:09:58;50;local;Johannesburg;ZA;Addis Ababa;ET;0;Genuine;none;Orange Maroc;RH;National;0;17.5;0;0;0;0;0.3726165;37.3
2025-05-31 16:09:58;10;local;Accra;GH;Kampala;UG;0;Genuine;none;Orange Maroc;Finance;National;0;3.5;0;0;0;0;0.3548354;35.5
2025-05-31 16:09:58;226;international;Addis Ababa;ET;Cairo;EG;0;Genuine;none;Orange Maroc;Commercial;Roaming;1;565.0;1;0;0;0;0.2980071;29.8
2025-05-31 16:09:58;140;international;Cairo;EG;Johannesburg;ZA;0;Fraudulent;subscription_fraud;Orange Maroc;Support;International;0;168.0;0;0;1;1;0.45895073;45.9
2025-05-31 16:09:58;254;local;Cairo;EG;Accra;GH;0;Fraudulent;call_masking;Orange Maroc;Commercial;National;0;88.9;0;0;0;1;0.3672555;36.7
2025-05-31 16:09:58;327;local;Accra;GH;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Support;National;0;114.45;0;0;0;0;0.45848247;45.8
2025-05-31 16:09:58;53;international;Cairo;EG;Kampala;UG;0;Fraudulent;random_fraud;Maroc Telecom;Commercial;International;0;63.6;0;0;1;1;0.6268603;62.7
2025-05-31 16:09:58;146;international;Nairobi;KE;Accra;GH;0;Genuine;none;Maroc Telecom;Support;Roaming;1;365.0;1;0;0;0;0.42951286;43.0
2025-05-31 16:09:58;177;local;Cairo;EG;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Support;National;0;61.95;0;0;0;0;0.4927737;49.3
2025-05-31 16:09:58;223;local;Kampala;UG;Kampala;UG;0;Genuine;none;Orange Maroc;Support;National;0;78.05;0;0;0;0;0.41495642;41.5
2025-05-31 16:09:58;18;local;Accra;GH;Kampala;UG;0;Genuine;none;inwi;Direction;National;0;6.3;0;0;0;0;0.451905;45.2
2025-05-31 16:09:58;57;local;Accra;GH;Nairobi;KE;0;Fraudulent;call_masking;inwi;RH;National;0;19.95;0;0;0;1;0.46108612;46.1
2025-05-31 16:09:58;32;local;Addis Ababa;ET;Lagos;NG;0;Genuine;none;Orange Maroc;Direction;National;0;11.2;0;0;0;0;0.40621847;40.6
2025-05-31 16:09:58;706;local;Lagos;NG;Cairo;EG;0;Genuine;none;Maroc Telecom;Commercial;National;0;247.1;0;1;0;0;0.37814784;37.8
2025-05-31 16:09:58;16;local;Nairobi;KE;Cairo;EG;0;Fraudulent;call_masking;Maroc Telecom;Support;National;0;5.6;0;0;0;1;0.40572494;40.6
2025-05-31 16:09:58;15;international;Lagos;NG;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;inwi;IT;International;0;18.0;0;0;1;1;0.8781243;87.8
2025-05-31 16:09:58;38;international;Lagos;NG;Johannesburg;ZA;0;Fraudulent;sim_box_fraud;Orange Maroc;Commercial;International;0;45.6;0;0;1;1;0.83604574;83.6
2025-05-31 16:09:58;181;international;Accra;GH;Accra;GH;0;Genuine;none;Orange Maroc;Support;Roaming;1;452.5;1;0;0;0;0.39472213;39.5
2025-05-31 16:09:58;131;local;Nairobi;KE;Addis Ababa;ET;0;Fraudulent;call_masking;inwi;IT;National;0;45.85;0;0;0;1;0.45274228;45.3
2025-05-31 16:09:58;114;local;Johannesburg;ZA;Accra;GH;0;Fraudulent;call_masking;Orange Maroc;Commercial;National;0;39.9;0;0;0;1;0.44766772;44.8
2025-05-31 16:09:58;82;local;Cairo;EG;Lagos;NG;0;Fraudulent;subscription_fraud;inwi;Support;National;0;28.7;0;0;0;1;0.46942744;46.9
2025-05-31 16:09:58;128;local;Johannesburg;ZA;Kampala;UG;0;Fraudulent;subscription_fraud;Maroc Telecom;Finance;National;0;44.8;0;0;0;1;0.4483772;44.8
2025-05-31 16:09:58;10;local;Cairo;EG;Kampala;UG;0;Fraudulent;random_fraud;Orange Maroc;RH;National;0;3.5;0;0;0;1;0.48599848;48.6
2025-05-31 16:09:58;38;local;Nairobi;KE;Accra;GH;0;Genuine;none;inwi;Commercial;National;0;13.3;0;0;0;0;0.3654281;36.5
2025-05-31 16:09:58;130;local;Cairo;EG;Nairobi;KE;0;Genuine;none;Maroc Telecom;Commercial;National;0;45.5;0;0;0;0;0.44979748;45.0
2025-05-31 16:09:58;303;local;Cairo;EG;Accra;GH;0;Genuine;none;Orange Maroc;IT;National;0;106.05;0;0;0;0;0.39124733;39.1
2025-05-31 16:09:58;57;local;Cairo;EG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;IT;National;0;19.95;0;0;0;0;0.52517;52.5
2025-05-31 16:09:58;95;local;Kampala;UG;Accra;GH;0;Genuine;none;inwi;IT;National;0;33.25;0;0;0;0;0.41387448;41.4
2025-05-31 16:09:58;375;local;Lagos;NG;Cairo;EG;0;Genuine;none;Maroc Telecom;Finance;National;0;131.25;0;0;0;0;0.41922206;41.9
2025-05-31 16:09:58;760;local;Nairobi;KE;Johannesburg;ZA;0;Genuine;none;Orange Maroc;Finance;National;0;266.0;0;1;0;0;0.49411023;49.4
2025-05-31 16:09:58;10;local;Johannesburg;ZA;Addis Ababa;ET;0;Fraudulent;call_masking;Maroc Telecom;Support;National;0;3.5;0;0;0;1;0.49813953;49.8
2025-05-31 16:09:58;161;local;Nairobi;KE;Kampala;UG;0;Genuine;none;Orange Maroc;Commercial;National;0;56.35;0;0;0;0;0.41948557;41.9
2025-05-31 16:09:58;11;international;Cairo;EG;Cairo;EG;0;Fraudulent;sim_box_fraud;Maroc Telecom;Support;International;0;13.2;0;0;1;1;0.853129;85.3
2025-05-31 16:09:58;19;local;Lagos;NG;Accra;GH;0;Genuine;none;Maroc Telecom;IT;National;0;6.65;0;0;0;0;0.35974687;36.0
2025-05-31 16:09:58;71;local;Nairobi;KE;Addis Ababa;ET;0;Fraudulent;subscription_fraud;Orange Maroc;Commercial;National;0;24.85;0;0;0;1;0.45495772;45.5
2025-05-31 16:09:58;153;international;Nairobi;KE;Lagos;NG;0;Fraudulent;subscription_fraud;inwi;Finance;International;0;183.6;0;0;1;1;0.51316035;51.3
2025-05-31 16:09:58;30;local;Lagos;NG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Support;National;0;10.5;0;0;0;0;0.3741443;37.4
2025-05-31 16:09:58;68;international;Johannesburg;ZA;Cairo;EG;0;Fraudulent;subscription_fraud;Maroc Telecom;Support;Roaming;1;170.0;0;0;0;1;0.49659255;49.7
2025-05-31 16:09:58;305;local;Lagos;NG;Cairo;EG;0;Genuine;none;inwi;Support;National;0;106.75;0;0;0;0;0.4591316;45.9
2025-05-31 16:09:58;225;local;Nairobi;KE;Nairobi;KE;0;Genuine;none;Orange Maroc;IT;National;0;78.75;0;0;0;0;0.4149476;41.5
2025-05-31 16:09:58;553;international;Cairo;EG;Accra;GH;0;Genuine;none;inwi;Support;Roaming;1;1382.5;1;1;0;0;0.37825635;37.8
2025-05-31 16:09:58;885;international;Accra;GH;Accra;GH;0;Genuine;none;Maroc Telecom;Commercial;Roaming;1;2212.5;1;1;0;0;0.2315478;23.2
2025-05-31 16:09:58;502;international;Kampala;UG;Accra;GH;0;Genuine;none;Orange Maroc;Support;International;0;602.4;1;1;1;0;0.4159505;41.6
2025-05-31 16:09:58;31;international;Nairobi;KE;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Commercial;International;0;37.2;0;0;1;0;0.8438877;84.4
2025-05-31 16:09:58;49;local;Accra;GH;Cairo;EG;0;Genuine;none;Maroc Telecom;Commercial;National;0;17.15;0;0;0;0;0.34445378;34.4
2025-05-31 16:09:58;541;local;Johannesburg;ZA;Cairo;EG;0;Fraudulent;call_masking;Orange Maroc;IT;National;0;189.35;0;1;0;1;0.35952666;36.0
2025-05-31 16:09:58;38;international;Cairo;EG;Accra;GH;0;Genuine;none;Orange Maroc;Commercial;International;0;45.6;0;0;1;0;0.829313;82.9
2025-05-31 16:09:58;256;international;Kampala;UG;Lagos;NG;0;Genuine;none;inwi;Finance;International;0;307.2;1;0;1;0;0.38366887;38.4
2025-05-31 16:09:58;54;international;Kampala;UG;Kampala;UG;0;Genuine;none;Maroc Telecom;IT;International;0;64.8;0;0;1;0;0.3905471;39.1
2025-05-31 16:09:58;63;local;Nairobi;KE;Kampala;UG;0;Genuine;none;Maroc Telecom;IT;National;0;22.05;0;0;0;0;0.4115934;41.2
2025-05-31 16:09:58;10;local;Lagos;NG;Cairo;EG;0;Genuine;none;Maroc Telecom;Direction;National;0;3.5;0;0;0;0;0.5503157;55.0
2025-05-31 16:09:58;160;international;Nairobi;KE;Accra;GH;0;Genuine;none;inwi;RH;International;0;192.0;0;0;1;0;0.37815112;37.8
2025-05-31 16:09:58;178;local;Johannesburg;ZA;Lagos;NG;0;Genuine;none;Maroc Telecom;Support;National;0;62.3;0;0;0;0;0.50498;50.5
2025-05-31 16:09:58;79;local;Kampala;UG;Accra;GH;0;Genuine;none;Maroc Telecom;Direction;National;0;27.65;0;0;0;0;0.42262438;42.3
2025-05-31 16:09:58;69;international;Cairo;EG;Nairobi;KE;0;Fraudulent;subscription_fraud;Maroc Telecom;Direction;International;0;82.8;0;0;1;1;0.526321;52.6
2025-05-31 16:09:58;19;international;Lagos;NG;Cairo;EG;0;Fraudulent;sim_box_fraud;Orange Maroc;Support;International;0;22.8;0;0;1;1;0.86873573;86.9
2025-05-31 16:09:58;99;local;Addis Ababa;ET;Addis Ababa;ET;0;Fraudulent;subscription_fraud;Maroc Telecom;Support;National;0;34.65;0;0;0;1;0.4491218;44.9
2025-05-31 16:09:58;32;international;Accra;GH;Cairo;EG;0;Genuine;none;inwi;Finance;International;0;38.4;0;0;1;0;0.82992244;83.0
2025-05-31 16:09:58;14;local;Addis Ababa;ET;Lagos;NG;0;Fraudulent;call_masking;Maroc Telecom;IT;National;0;4.9;0;0;0;1;0.4343203;43.4
2025-05-31 16:09:58;102;international;Addis Ababa;ET;Nairobi;KE;0;Genuine;none;inwi;Commercial;Roaming;1;255.0;0;0;0;0;0.36708272;36.7
2025-05-31 16:09:58;126;international;Johannesburg;ZA;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Commercial;International;0;151.2;0;0;1;0;0.36284465;36.3
2025-05-31 16:09:58;243;local;Cairo;EG;Johannesburg;ZA;0;Genuine;none;Orange Maroc;IT;National;0;85.05;0;0;0;0;0.347252;34.7
2025-05-31 16:09:58;115;international;Lagos;NG;Lagos;NG;0;Fraudulent;random_fraud;inwi;Commercial;International;0;138.0;0;0;1;1;0.3823313;38.2
2025-05-31 16:09:58;10;local;Johannesburg;ZA;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;Commercial;National;0;3.5;0;0;0;0;0.4683647;46.8
2025-05-31 16:09:58;201;local;Nairobi;KE;Accra;GH;0;Genuine;none;inwi;Support;National;0;70.35;0;0;0;0;0.4401514;44.0
2025-05-31 16:09:58;15;international;Lagos;NG;Nairobi;KE;0;Genuine;none;Orange Maroc;Commercial;International;0;18.0;0;0;1;0;0.8713562;87.1
2025-05-31 16:09:58;14;international;Johannesburg;ZA;Nairobi;KE;0;Fraudulent;sim_box_fraud;inwi;Commercial;International;0;16.8;0;0;1;1;0.9119846;91.2
2025-05-31 16:09:58;245;international;Johannesburg;ZA;Lagos;NG;0;Genuine;none;Orange Maroc;RH;International;0;294.0;1;0;1;0;0.44208166;44.2
2025-05-31 16:09:58;398;local;Cairo;EG;Lagos;NG;0;Genuine;none;Maroc Telecom;Commercial;National;0;139.3;0;1;0;0;0.4724045;47.2
2025-05-31 16:09:58;239;local;Cairo;EG;Lagos;NG;0;Fraudulent;call_masking;Maroc Telecom;Direction;National;0;83.65;0;0;0;1;0.45401067;45.4
2025-05-31 16:09:58;38;international;Cairo;EG;Addis Ababa;ET;0;Fraudulent;subscription_fraud;Maroc Telecom;IT;International;0;45.6;0;0;1;1;0.83801556;83.8
2025-05-31 16:09:58;150;local;Lagos;NG;Nairobi;KE;0;Fraudulent;call_masking;Maroc Telecom;RH;National;0;52.5;0;0;0;1;0.42338344;42.3
2025-05-31 16:09:58;13;international;Addis Ababa;ET;Nairobi;KE;0;Fraudulent;sim_box_fraud;Maroc Telecom;Commercial;International;0;15.6;0;0;1;1;0.8384282;83.8
2025-05-31 16:09:58;19;local;Kampala;UG;Addis Ababa;ET;0;Genuine;none;Maroc Telecom;RH;National;0;6.65;0;0;0;0;0.45213407;45.2
2025-05-31 16:09:58;287;local;Nairobi;KE;Lagos;NG;0;Fraudulent;subscription_fraud;Maroc Telecom;Finance;National;0;100.45;0;0;0;1;0.5314584;53.1
2025-05-31 16:09:58;35;international;Johannesburg;ZA;Cairo;EG;0;Fraudulent;sim_box_fraud;inwi;Finance;International;0;42.0;0;0;1;1;0.90497607;90.5
2025-05-31 16:09:58;149;international;Cairo;EG;Johannesburg;ZA;0;Genuine;none;Maroc Telecom;Finance;Roaming;1;372.5;1;0;0;0;0.47815922;47.8
2025-05-31 16:09:58;601;local;Accra;GH;Lagos;NG;0;Genuine;none;Maroc Telecom;RH;National;0;210.35;0;1;0;0;0.39489412;39.5
